id,name,description,price,stock,category_id,image_url,brand,images,variants,tags,reviews,questions,faqs,size_chart,store_type,featured,colors
86,Produit Test 37,Description détaillée du produit test 37,797.49,42,2,https://picsum.photos/400/600?random=37,Adidas,"{https://picsum.photos/400/600?random=37,https://picsum.photos/400/600?random=38}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 10}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 8}]","{sport,tendance,nouveau}","[{""user"": ""User37"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
87,Produit Test 38,Description détaillée du produit test 38,923.13,38,2,https://picsum.photos/400/600?random=38,Puma,"{https://picsum.photos/400/600?random=38,https://picsum.photos/400/600?random=39}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 41}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 31}]","{sport,tendance,nouveau}","[{""user"": ""User38"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
88,Produit Test 39,Description détaillée du produit test 39,262.85,6,2,https://picsum.photos/400/600?random=39,Under Armour,"{https://picsum.photos/400/600?random=39,https://picsum.photos/400/600?random=40}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 34}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 46}]","{sport,tendance,nouveau}","[{""user"": ""User39"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
89,Produit Test 40,Description détaillée du produit test 40,953.45,70,2,https://picsum.photos/400/600?random=40,Nike,"{https://picsum.photos/400/600?random=40,https://picsum.photos/400/600?random=41}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 28}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 2}]","{sport,tendance,nouveau}","[{""user"": ""User40"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
90,Produit Test 41,Description détaillée du produit test 41,538.11,78,2,https://picsum.photos/400/600?random=41,Adidas,"{https://picsum.photos/400/600?random=41,https://picsum.photos/400/600?random=42}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 41}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 33}]","{sport,tendance,nouveau}","[{""user"": ""User41"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
91,Produit Test 42,Description détaillée du produit test 42,365.20,41,2,https://picsum.photos/400/600?random=42,Puma,"{https://picsum.photos/400/600?random=42,https://picsum.photos/400/600?random=43}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 9}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 12}]","{sport,tendance,nouveau}","[{""user"": ""User42"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
92,Produit Test 43,Description détaillée du produit test 43,194.45,50,2,https://picsum.photos/400/600?random=43,Under Armour,"{https://picsum.photos/400/600?random=43,https://picsum.photos/400/600?random=44}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 23}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 15}]","{sport,tendance,nouveau}","[{""user"": ""User43"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
93,Produit Test 44,Description détaillée du produit test 44,355.00,7,2,https://picsum.photos/400/600?random=44,Nike,"{https://picsum.photos/400/600?random=44,https://picsum.photos/400/600?random=45}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 12}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 2}]","{sport,tendance,nouveau}","[{""user"": ""User44"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
94,Produit Test 45,Description détaillée du produit test 45,782.09,56,2,https://picsum.photos/400/600?random=45,Adidas,"{https://picsum.photos/400/600?random=45,https://picsum.photos/400/600?random=46}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 25}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 10}]","{sport,tendance,nouveau}","[{""user"": ""User45"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
95,Produit Test 46,Description détaillée du produit test 46,702.52,55,2,https://picsum.photos/400/600?random=46,Puma,"{https://picsum.photos/400/600?random=46,https://picsum.photos/400/600?random=47}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 49}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 3}]","{sport,tendance,nouveau}","[{""user"": ""User46"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
96,Produit Test 47,Description détaillée du produit test 47,422.57,91,2,https://picsum.photos/400/600?random=47,Under Armour,"{https://picsum.photos/400/600?random=47,https://picsum.photos/400/600?random=48}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 9}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 44}]","{sport,tendance,nouveau}","[{""user"": ""User47"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
97,Produit Test 48,Description détaillée du produit test 48,525.19,33,2,https://picsum.photos/400/600?random=48,Nike,"{https://picsum.photos/400/600?random=48,https://picsum.photos/400/600?random=49}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 46}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 49}]","{sport,tendance,nouveau}","[{""user"": ""User48"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
98,Produit Test 49,Description détaillée du produit test 49,846.96,95,2,https://picsum.photos/400/600?random=49,Adidas,"{https://picsum.photos/400/600?random=49,https://picsum.photos/400/600?random=50}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 49}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 14}]","{sport,tendance,nouveau}","[{""user"": ""User49"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
99,Produit Test 50,Description détaillée du produit test 50,525.47,80,2,https://picsum.photos/400/600?random=50,Puma,"{https://picsum.photos/400/600?random=50,https://picsum.photos/400/600?random=51}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 16}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 24}]","{sport,tendance,nouveau}","[{""user"": ""User50"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
100,Produit Test 51,Description détaillée du produit test 51,413.93,81,2,https://picsum.photos/400/600?random=51,Under Armour,"{https://picsum.photos/400/600?random=51,https://picsum.photos/400/600?random=52}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 27}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 5}]","{sport,tendance,nouveau}","[{""user"": ""User51"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
101,Produit Test 52,Description détaillée du produit test 52,98.73,79,2,https://picsum.photos/400/600?random=52,Nike,"{https://picsum.photos/400/600?random=52,https://picsum.photos/400/600?random=53}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 16}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 31}]","{sport,tendance,nouveau}","[{""user"": ""User52"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
102,Produit Test 53,Description détaillée du produit test 53,661.11,58,2,https://picsum.photos/400/600?random=53,Adidas,"{https://picsum.photos/400/600?random=53,https://picsum.photos/400/600?random=54}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 8}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 39}]","{sport,tendance,nouveau}","[{""user"": ""User53"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
103,Produit Test 54,Description détaillée du produit test 54,598.15,61,2,https://picsum.photos/400/600?random=54,Puma,"{https://picsum.photos/400/600?random=54,https://picsum.photos/400/600?random=55}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 47}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 18}]","{sport,tendance,nouveau}","[{""user"": ""User54"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
104,Produit Test 55,Description détaillée du produit test 55,324.41,81,2,https://picsum.photos/400/600?random=55,Under Armour,"{https://picsum.photos/400/600?random=55,https://picsum.photos/400/600?random=56}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 4}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 21}]","{sport,tendance,nouveau}","[{""user"": ""User55"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
105,Produit Test 56,Description détaillée du produit test 56,747.67,25,2,https://picsum.photos/400/600?random=56,Nike,"{https://picsum.photos/400/600?random=56,https://picsum.photos/400/600?random=57}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 31}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 43}]","{sport,tendance,nouveau}","[{""user"": ""User56"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
106,Produit Test 57,Description détaillée du produit test 57,540.16,83,2,https://picsum.photos/400/600?random=57,Adidas,"{https://picsum.photos/400/600?random=57,https://picsum.photos/400/600?random=58}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 23}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 29}]","{sport,tendance,nouveau}","[{""user"": ""User57"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
107,Produit Test 58,Description détaillée du produit test 58,400.31,65,2,https://picsum.photos/400/600?random=58,Puma,"{https://picsum.photos/400/600?random=58,https://picsum.photos/400/600?random=59}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 20}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 46}]","{sport,tendance,nouveau}","[{""user"": ""User58"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
108,Produit Test 59,Description détaillée du produit test 59,862.47,81,2,https://picsum.photos/400/600?random=59,Under Armour,"{https://picsum.photos/400/600?random=59,https://picsum.photos/400/600?random=60}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 36}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 37}]","{sport,tendance,nouveau}","[{""user"": ""User59"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
109,Produit Test 60,Description détaillée du produit test 60,848.48,86,2,https://picsum.photos/400/600?random=60,Nike,"{https://picsum.photos/400/600?random=60,https://picsum.photos/400/600?random=61}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 37}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 44}]","{sport,tendance,nouveau}","[{""user"": ""User60"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
110,Produit Test 61,Description détaillée du produit test 61,81.48,35,2,https://picsum.photos/400/600?random=61,Adidas,"{https://picsum.photos/400/600?random=61,https://picsum.photos/400/600?random=62}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 10}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 48}]","{sport,tendance,nouveau}","[{""user"": ""User61"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
111,Produit Test 62,Description détaillée du produit test 62,637.43,92,2,https://picsum.photos/400/600?random=62,Puma,"{https://picsum.photos/400/600?random=62,https://picsum.photos/400/600?random=63}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 31}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 8}]","{sport,tendance,nouveau}","[{""user"": ""User62"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
112,Produit Test 63,Description détaillée du produit test 63,206.80,80,2,https://picsum.photos/400/600?random=63,Under Armour,"{https://picsum.photos/400/600?random=63,https://picsum.photos/400/600?random=64}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 4}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 44}]","{sport,tendance,nouveau}","[{""user"": ""User63"", ""rating"": 3, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
113,Produit Test 64,Description détaillée du produit test 64,102.27,44,2,https://picsum.photos/400/600?random=64,Nike,"{https://picsum.photos/400/600?random=64,https://picsum.photos/400/600?random=65}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 29}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 9}]","{sport,tendance,nouveau}","[{""user"": ""User64"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
114,Produit Test 65,Description détaillée du produit test 65,914.62,36,2,https://picsum.photos/400/600?random=65,Adidas,"{https://picsum.photos/400/600?random=65,https://picsum.photos/400/600?random=66}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 46}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 41}]","{sport,tendance,nouveau}","[{""user"": ""User65"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
115,Produit Test 66,Description détaillée du produit test 66,974.60,0,2,https://picsum.photos/400/600?random=66,Puma,"{https://picsum.photos/400/600?random=66,https://picsum.photos/400/600?random=67}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 37}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 49}]","{sport,tendance,nouveau}","[{""user"": ""User66"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
116,Produit Test 67,Description détaillée du produit test 67,763.50,43,2,https://picsum.photos/400/600?random=67,Under Armour,"{https://picsum.photos/400/600?random=67,https://picsum.photos/400/600?random=68}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 5}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 27}]","{sport,tendance,nouveau}","[{""user"": ""User67"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
117,Produit Test 68,Description détaillée du produit test 68,520.44,69,2,https://picsum.photos/400/600?random=68,Nike,"{https://picsum.photos/400/600?random=68,https://picsum.photos/400/600?random=69}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 33}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 34}]","{sport,tendance,nouveau}","[{""user"": ""User68"", ""rating"": 1, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
118,Produit Test 69,Description détaillée du produit test 69,959.63,58,2,https://picsum.photos/400/600?random=69,Adidas,"{https://picsum.photos/400/600?random=69,https://picsum.photos/400/600?random=70}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 14}]","{sport,tendance,nouveau}","[{""user"": ""User69"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
119,Produit Test 70,Description détaillée du produit test 70,378.05,32,2,https://picsum.photos/400/600?random=70,Puma,"{https://picsum.photos/400/600?random=70,https://picsum.photos/400/600?random=71}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 30}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 29}]","{sport,tendance,nouveau}","[{""user"": ""User70"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
120,Produit Test 71,Description détaillée du produit test 71,978.44,31,2,https://picsum.photos/400/600?random=71,Under Armour,"{https://picsum.photos/400/600?random=71,https://picsum.photos/400/600?random=72}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 32}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 11}]","{sport,tendance,nouveau}","[{""user"": ""User71"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
121,Produit Test 72,Description détaillée du produit test 72,881.11,32,2,https://picsum.photos/400/600?random=72,Nike,"{https://picsum.photos/400/600?random=72,https://picsum.photos/400/600?random=73}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 42}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 22}]","{sport,tendance,nouveau}","[{""user"": ""User72"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",adult,f,
122,Produit Test 73,Description détaillée du produit test 73,881.35,2,2,https://picsum.photos/400/600?random=73,Adidas,"{https://picsum.photos/400/600?random=73,https://picsum.photos/400/600?random=74}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 10}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 35}]","{sport,tendance,nouveau}","[{""user"": ""User73"", ""rating"": 5, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",kids,f,
123,Produit Test 74,Description détaillée du produit test 74,286.39,38,2,https://picsum.photos/400/600?random=74,Puma,"{https://picsum.photos/400/600?random=74,https://picsum.photos/400/600?random=75}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 8}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 38}]","{sport,tendance,nouveau}","[{""user"": ""User74"", ""rating"": 4, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",sneakers,f,
124,Produit Test 75,Description détaillée du produit test 75,226.10,80,2,https://picsum.photos/400/600?random=75,Under Armour,"{https://picsum.photos/400/600?random=75,https://picsum.photos/400/600?random=76}","[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 45}, {""size"": ""L"", ""color"": ""Blanc"", ""stock"": 30}]","{sport,tendance,nouveau}","[{""user"": ""User75"", ""rating"": 2, ""comment"": ""Très bon produit!""}]","[{""answer"": ""Taille standard."", ""question"": ""Question sur la taille?""}]","[{""answer"": ""Lavage à 30°C"", ""question"": ""Comment laver?""}]","{""L"": ""42-44"", ""M"": ""40-42"", ""S"": ""38-40"", ""XL"": ""44-46"", ""XS"": ""36-38""}",cpcompany,f,
